,pcsp,unif_posterior,unif_lb,unif_ub,unif_samples,exp_posterior,exp_lb,exp_ub,exp_samples,gp,dataset
99,00000000000000000000000000100000000000000000000000000000000|00000000000000000000000000011000000000000000000000000000000|00000000000000000000000000001000000000000000000000000000000,0.0005515289892218775,1.3946015e-05,0.002045551,60331.0,0.0005493885215132161,1.4376205500000001e-05,0.0020256819999999996,60338.0,9.62573e-07,ds7.bench.estimation
100,00000000000000000000000000100000000000000000000000000000000|00000000000000000000000000011100000000000000000000000000000|00000000000000000000000000001100000000000000000000000000000,0.0005524145365054803,1.4097091500000003e-05,0.0020469422999999987,59743.0,0.0005502412954777115,1.404767625e-05,0.002048243125,59996.0,9.61137e-07,ds7.bench.estimation
101,00000000000000000000000000100000000000000000000000000000000|00000000000000000000000000011100000000000000000000000000000|00000000000000000000000000001000000000000000000000000000000,0.0005552349145373402,1.4210416500000002e-05,0.002040242249999998,60047.0,0.0005492554644961626,1.3523334000000003e-05,0.0020135025999999997,60617.0,9.56933e-07,ds7.bench.estimation
102,00000000000000000000000000100000000000000000000000000000000|00000000000000000000000000011100000000000000000000000000000|00000000000000000000000000000100000000000000000000000000000,0.0005519270680867465,1.4036840000000002e-05,0.0020237121999999996,59977.0,0.0005451987997278812,1.392794e-05,0.0020055482000000007,60025.0,9.56933e-07,ds7.bench.estimation
103,00000000000000000000000000100100000000000000000000000000000|00000000000000000000000000011000000000000000000000000000000|00000000000000000000000000001000000000000000000000000000000,0.0005468836237041357,1.37783825e-05,0.00202000925,59931.0,0.000548634800684762,1.3783912e-05,0.0020303960999999977,59509.0,9.59945e-07,ds7.bench.estimation
104,00000000000000000000000000101000000000000000000000000000000|00000000000000000000000000010100000000000000000000000000000|00000000000000000000000000000100000000000000000000000000000,0.0005547136334223826,1.3951108000000003e-05,0.0020425146000000003,59265.0,0.0005483265623000061,1.4056935500000008e-05,0.002006761125000001,59480.0,9.59945e-07,ds7.bench.estimation
105,00000000000000000000000000110000000000000000000000000000000|00000000000000000000000000001100000000000000000000000000000|00000000000000000000000000000100000000000000000000000000000,0.0005515000684580523,1.4384465e-05,0.0020340404999999997,59581.0,0.000548160422774658,1.3056051249999999e-05,0.0020198446500000007,59350.0,9.59946e-07,ds7.bench.estimation
106,00000000000000000000000000111100000000000000000000000000000|00000000000000000000000000000011110000000000000000000000000|00000000000000000000000000000000110000000000000000000000000,0.005529983906049105,0.002544702,0.009593817,900001.0,0.0054983127570240944,0.002523481225,0.009541223924999998,900002.0,0.00490442,ds7.bench.estimation
107,00000000000000000000000000111111110000000000000000000000000|00000000000000000000000000000000001100000000000000000000000|00000000000000000000000000000000000100000000000000000000000,0.03866442,0.03866442,0.03866442,1.0,,,,,0.0342324,ds7.bench.estimation
108,00000000000000000000000000111111110000000000000000000000000|00000000000000000000000000000000001111000000000000000000000|00000000000000000000000000000000000011000000000000000000000,0.008474591261921554,0.00437424495,0.01373773025,900000.0,0.008425219411179975,0.0043516832750000005,0.013651007999999997,900002.0,0.00798766,ds7.bench.estimation
109,00000000000000000000000000111111111100000000000000000000000|00000000000000000000000000000000000011000000000000000000000|00000000000000000000000000000000000001000000000000000000000,0.04281949,0.04281949,0.04281949,1.0,,,,,0.0336979,ds7.bench.estimation
110,00000000000000000000000000111111111111000000000000000000000|00000000000000000000000000000000000000110000000000000000000|00000000000000000000000000000000000000010000000000000000000,0.036548124525072764,0.02779271,0.04644112,900001.0,0.036347936933140146,0.02763603075,0.046173948,900002.0,0.0351613,ds7.bench.estimation
111,00000000000000000000000000111111111111110000000000000000000|00000000000000000000000000000000000000001100000000000000000|00000000000000000000000000000000000000000100000000000000000,0.04864878168660924,0.03808851,0.06036856,900001.0,0.048341097484405585,0.037830711999999996,0.0600188235,900002.0,0.0478997,ds7.bench.estimation
112,00000000000000000000000000111111111111111100000000000000000|00000000000000000000000000000000000000000011111111100000000|00000000000000000000000000000000000000000000001111100000000,0.02435783590863232,0.0165363,0.03343061,900001.0,0.024211029935907916,0.01644949175,0.033218894,900002.0,0.0232523,ds7.bench.estimation
113,00000000000000000000000000111111111111111111111111111000000|00000000000000011111111111000000000000000000000000000000000|00000000000000000000001100000000000000000000000000000000000,0.031789172857142854,0.0262093025,0.0380921355,7.0,0.030706987999999998,0.021870678,0.035577511,5.0,0.0306912,ds7.bench.estimation
114,00000000000000000000000000111111111111111111111111111000000|00000000000000011111111111000000000000000000000000000000000|00000000000000000000000011000000000000000000000000000000000,0.027447717291808286,0.017930324,0.038427553999999996,525739.0,0.027301427803854646,0.0178296875,0.0382055375,525911.0,0.0261416,ds7.bench.estimation
115,00000000000000000000000000111111111111111111111111111000000|00000000000000011111111111000000000000000000000000000100000|00000000000000000000000011000000000000000000000000000100000,0.04019349,0.04019349,0.04019349,1.0,0.0353896,0.0353896,0.0353896,1.0,0.0300971,ds7.bench.estimation
116,00000000000000000000000000111111111111111111111111111000000|00000000000000011111111111000000000000000000000000000100000|00000000000000000000000011000000000000000000000000000000000,0.02875794166666667,0.01776175325,0.041039645749999985,624.0,0.028795613922734026,0.017709776,0.041464601999999996,673.0,0.028342,ds7.bench.estimation
117,00000000000000000000000000111111111111111111111111111000000|00000000000000011111111111000000000000000000000000000100000|00000000000000000000000000000000000000000000000000000100000,0.025269764670467758,0.01521423975,0.036933652000000004,373578.0,0.025153873956985214,0.01514074875,0.03674299699999999,373360.0,0.025479,ds7.bench.estimation
118,00000000000000000000000000111111111111111111111111111000000|00000000000000011111111111000000000000000000000000000110000|00000000000000000000000000000000000000000000000000000010000,0.018726365384615383,0.012391446,0.024361677999999998,13.0,0.016189291428571426,0.011508757500000001,0.025537780499999996,7.0,0.0156391,ds7.bench.estimation
119,00000000000000000000000000111111111111111111111111111010000|00000000000000011111111111000000000000000000000000000100000|00000000000000000000000000000000000000000000000000000100000,0.028447426923076922,0.018485984,0.03855188899999999,39.0,0.02834182933333333,0.022726378000000002,0.037730999,45.0,0.0269343,ds7.bench.estimation
120,00000000000000000000000011000000000000000000000000000000000|00000000000000011111110000000000000000000000000000000000000|00000000000000000000010000000000000000000000000000000000000,0.060696317142857135,0.05612667,0.06754729,7.0,0.0616003425,0.057698230999999996,0.06666208775,4.0,0.0603056,ds7.bench.estimation
121,00000000000000000000000011000000000000000000000000000000000|00000000000000011111110000000000000000000000000000000000000|00000000000000000011000000000000000000000000000000000000000,0.059051389999999995,0.05358662575,0.06429599575,4.0,0.059125035,0.0509535725,0.0667627325,6.0,0.0611784,ds7.bench.estimation
122,00000000000000000000000011000000000000000000000000000000000|00000000000000011111111100000000000000000000000000000000000|00000000000000000000001100000000000000000000000000000000000,0.024437675424773018,0.014746961,0.035637456000000005,899365.0,0.024292108149204336,0.014669896,0.03542189899999999,899317.0,0.0197085,ds7.bench.estimation
123,00000000000000000000000011000000000000000000000000000000000|00000000000000011111111100000000000000000000000000000100000|00000000000000000000000000000000000000000000000000000100000,0.021907262615384615,0.01315750725,0.03214469749999999,624.0,0.02202335106092125,0.013320212,0.031658762,673.0,0.0209703,ds7.bench.estimation
124,00000000000000000000000011000000000000000000000000000100000|00000000000000011111111100000000000000000000000000000000000|00000000000000000000001100000000000000000000000000000000000,0.03101183,0.03101183,0.03101183,1.0,0.0386624,0.0386624,0.0386624,1.0,0.0248591,ds7.bench.estimation
125,00000000000000000000001100000000000000000000000000000000000|00000000000000011111110000000000000000000000000000000000000|00000000000000000011100000000000000000000000000000000000000,0.0518916,0.0518916,0.0518916,1.0,,,,,0.0629883,ds7.bench.estimation
126,00000000000000000000001100000000000000000000000000000000000|00000000000000011111110000000000000000000000000000000000000|00000000000000000011000000000000000000000000000000000000000,0.05873980699995639,0.04605556,0.07273015,160481.0,0.05835807656570972,0.04564505,0.0723724,161521.0,0.0584461,ds7.bench.estimation
127,00000000000000000000001100000000000000000000000000000000000|00000000000000011111110000000000000000000000000000000000000|00000000000000000011110000000000000000000000000000000000000,0.060916293939861435,0.047965225,0.07502193375,73896.0,0.06056763791721596,0.0477664425,0.07468629524999999,74338.0,0.0600979,ds7.bench.estimation
128,00000000000000000000001100000000000000000000000000000000000|00000000000000011111110000000000000000000000000000000000000|00000000000000000000010000000000000000000000000000000000000,0.05962610809495623,0.046899443000000006,0.0736267625,665612.0,0.05928786498110315,0.04662129775,0.07322818625,664132.0,0.0593061,ds7.bench.estimation
129,00000000000000000000001100000000000000000000000000000000000|00000000000000011111110011000000000000000000000000000000000|00000000000000000000000011000000000000000000000000000000000,0.015486150000000002,0.013187975,0.0171767875,11.0,0.015329957181818182,0.00923879425,0.027031600000000003,11.0,0.01178,ds7.bench.estimation
130,00000000000000000000010000000000000000000000000000000000000|00000000000000000011100000000000000000000000000000000000000|00000000000000000000100000000000000000000000000000000000000,0.010881878454357442,0.0055912285,0.017537727,73013.0,0.010811820748520268,0.0055442317,0.017393502,73493.0,0.00995193,ds7.bench.estimation
131,00000000000000000000010000000000000000000000000000000000000|00000000000000011100000000000000000000000000000000000000000|00000000000000001100000000000000000000000000000000000000000,0.02256466773063641,0.0153135415,0.030776984999999993,2027.0,0.02244209994103194,0.015281722499999999,0.030731096499999996,2035.0,0.0216306,ds7.bench.estimation
132,00000000000000000000010000000000000000000000000000000000000|00000000000000011100100000000000000000000000000000000000000|00000000000000000000100000000000000000000000000000000000000,0.0068875352,0.0057532906,0.009472549799999999,5.0,0.006296308222222223,0.004457287,0.009389107399999999,9.0,0.00520702,ds7.bench.estimation
133,00000000000000000000010000000000000000000000000000000000000|00000000000000011111100000000000000000000000000000000000000|00000000000000000000100000000000000000000000000000000000000,0.0128285,0.011801246,0.013855754,2.0,0.02296556,0.02296556,0.02296556,1.0,0.013651,ds7.bench.estimation
134,00000000000000000000010000000000000000000000000000000000000|00000000000000011111100000000000000000000000000000000000000|00000000000000000011000000000000000000000000000000000000000,0.01342901399378882,0.0072948,0.01982822,161.0,0.013331972861271678,0.0082938374,0.020069472,173.0,0.0133317,ds7.bench.estimation
135,00000000000000000000010000000000000000000000000000000000000|00000000000000011111100000000000000000000000000000000000000|00000000000000000011100000000000000000000000000000000000000,0.012863450408948148,0.00701731375,0.020007096250000002,665456.0,0.012803179737801262,0.00700332,0.0198865775,663962.0,0.0124282,ds7.bench.estimation
136,00000000000000000000100000000000000000000000000000000000000|00000000000000000011000000000000000000000000000000000000000|00000000000000000001000000000000000000000000000000000000000,0.0265256704673582,0.01902201725,0.035149772,738470.0,0.026375190407035013,0.018901479,0.034953786,737455.0,0.0257491,ds7.bench.estimation
137,00000000000000000000100000000000000000000000000000000000000|00000000000000011100000000000000000000000000000000000000000|00000000000000001100000000000000000000000000000000000000000,0.023811896144578314,0.01690460375,0.0311036725,166.0,0.023559842417582418,0.015668107,0.03197946975,182.0,0.0233585,ds7.bench.estimation
138,00000000000000000000100000000000000000000000000000000000000|00000000000000011100010000000000000000000000000000000000000|00000000000000000000010000000000000000000000000000000000000,0.00801349690029615,0.00384511,0.01331239375,2026.0,0.008012146443243244,0.0038093167,0.013116134499999984,2035.0,0.00741973,ds7.bench.estimation
139,00000000000000000000100000000000000000000000000000000000000|00000000000000011111000000000000000000000000000000000000000|00000000000000000011000000000000000000000000000000000000000,0.0028894055,0.0017630175749999998,0.004015793425,2.0,0.003946806,0.003946806,0.003946806,1.0,0.00423335,ds7.bench.estimation
140,00000000000000000000110000000000000000000000000000000000000|00000000000000000011000000000000000000000000000000000000000|00000000000000000001000000000000000000000000000000000000000,0.02628708945639864,0.018445859,0.03527707849999999,883.0,0.025900549016587678,0.01818794525,0.034483051499999993,844.0,0.0258311,ds7.bench.estimation
141,00000000000000000000110000000000000000000000000000000000000|00000000000000011100000000000000000000000000000000000000000|00000000000000001100000000000000000000000000000000000000000,0.02119565282613251,0.01412307225,0.0294577415,158454.0,0.02107744521035471,0.014012834500000002,0.029304263499999993,159483.0,0.0208182,ds7.bench.estimation
142,00000000000000000011000000000000000000000000000000000000000|00000000000000000000110000000000000000000000000000000000000|00000000000000000000010000000000000000000000000000000000000,0.008352460199320498,0.003964358449999999,0.014150274499999994,883.0,0.00827557210663507,0.004271692025,0.013800203749999991,844.0,0.00759128,ds7.bench.estimation
143,00000000000000000011000000000000000000000000000000000000000|00000000000000011100000000000000000000000000000000000000000|00000000000000001100000000000000000000000000000000000000000,0.02527062,0.022560564499999998,0.0279806755,2.0,0.01861574,0.01861574,0.01861574,1.0,0.0232847,ds7.bench.estimation
144,00000000000000000011000000000000000000000000000000000000000|00000000000000011100100000000000000000000000000000000000000|00000000000000000000100000000000000000000000000000000000000,0.005833264111801242,0.002546687,0.009946549,161.0,0.006002603630057802,0.0021628452999999997,0.010409287999999996,173.0,0.0051767,ds7.bench.estimation
145,00000000000000000011000000000000000000000000000000000000000|00000000000000011100110000000000000000000000000000000000000|00000000000000000000010000000000000000000000000000000000000,0.0123398194,0.0090118343,0.014995439,5.0,0.010961476333333334,0.0064217898,0.018019533999999997,9.0,0.0103039,ds7.bench.estimation
146,00000000000000000011000000000000000000000000000000000000000|00000000000000011100110000000000000000000000000000000000000|00000000000000000000100000000000000000000000000000000000000,0.011454826018756168,0.0060560679999999995,0.01828868375,2026.0,0.011365631607862409,0.0060044883,0.018209622999999998,2035.0,0.010541,ds7.bench.estimation
147,00000000000000000011000000000000000000000000000000000000000|00000000000000011100110000000000000000000000000000000000000|00000000000000000000110000000000000000000000000000000000000,0.010612302525546846,0.0052629396000000005,0.017443564249999998,158454.0,0.010537268052105867,0.0052124840500000005,0.017318756499999997,159483.0,0.00993947,ds7.bench.estimation
148,00000000000000000011100000000000000000000000000000000000000|00000000000000011100000000000000000000000000000000000000000|00000000000000001100000000000000000000000000000000000000000,0.022001285399835608,0.01482608875,0.03034772125,665456.0,0.021868556195964523,0.014732635000000001,0.030165706749999997,663962.0,0.0213731,ds7.bench.estimation
149,00000000000000000011100000000000000000000000000000000000000|00000000000000011100010000000000000000000000000000000000000|00000000000000000000010000000000000000000000000000000000000,0.001381824,0.001381824,0.001381824,1.0,,,,,0.00434717,ds7.bench.estimation
150,00000000000000000011110000000000000000000000000000000000000|00000000000000011100000000000000000000000000000000000000000|00000000000000001100000000000000000000000000000000000000000,0.01646776190347245,0.010165002499999999,0.02393329125,73896.0,0.016412984378684138,0.0101273935,0.0239745125,74339.0,0.0152133,ds7.bench.estimation
151,00000000000000010000000000000000000000000000000000000000000|00000000000000001100000000000000000000000000000000000000000|00000000000000000100000000000000000000000000000000000000000,0.010938563390944012,0.006342387,0.0166442,900001.0,0.01087928176994829,0.0063114850750000005,0.0165429265,900002.0,0.0103055,ds7.bench.estimation
152,00000000000000011100000000000000000000000000000000000000000|00000000000000000000110000000000000000000000000000000000000|00000000000000000000010000000000000000000000000000000000000,0.009413397174883563,0.0048923467,0.015119362249999992,158454.0,0.009349358741151096,0.0048908649999999994,0.015035633999999978,159483.0,0.00877133,ds7.bench.estimation
153,00000000000000011100000000000000000000000000000000000000000|00000000000000000011000000000000000000000000000000000000000|00000000000000000001000000000000000000000000000000000000000,0.026894405,0.02411166025,0.02967714975,2.0,0.03009475,0.03009475,0.03009475,1.0,0.0286357,ds7.bench.estimation
154,00000000000000011100000000000000000000000000000000000000000|00000000000000000011100000000000000000000000000000000000000|00000000000000000000100000000000000000000000000000000000000,0.01045055800813382,0.005087846625,0.01722777375,665456.0,0.010388555291568343,0.0050911992750000004,0.017104526999999998,663962.0,0.00955397,ds7.bench.estimation
155,00000000000000011100000000000000000000000000000000000000000|00000000000000000011110000000000000000000000000000000000000|00000000000000000000110000000000000000000000000000000000000,0.009979783214043036,0.0042809680000000004,0.01723107649999999,883.0,0.009802834501184835,0.00458854845,0.016243686,844.0,0.00956124,ds7.bench.estimation
156,00000000000000011100000000000000000000000000000000000000000|00000000000000000011110000000000000000000000000000000000000|00000000000000000000010000000000000000000000000000000000000,0.010727708747770947,0.0055035672,0.017305086,73013.0,0.010650964154749431,0.0054655782000000005,0.017180666999999997,73493.0,0.0101616,ds7.bench.estimation
157,00000000000000011100010000000000000000000000000000000000000|00000000000000000011100000000000000000000000000000000000000|00000000000000000000100000000000000000000000000000000000000,0.005472404,0.005472404,0.005472404,1.0,,,,,0.00819775,ds7.bench.estimation
158,00000000000000011100100000000000000000000000000000000000000|00000000000000000011000000000000000000000000000000000000000|00000000000000000001000000000000000000000000000000000000000,0.026026590931677016,0.01858412,0.03386492,161.0,0.026025163930635836,0.018254548,0.034937814,173.0,0.0257881,ds7.bench.estimation
159,00000000000000011100110000000000000000000000000000000000000|00000000000000000011000000000000000000000000000000000000000|00000000000000000001000000000000000000000000000000000000000,0.020330638370882018,0.013383849,0.028486217999999997,160485.0,0.020241814240442774,0.013324675000000001,0.028353720000000006,161527.0,0.0176809,ds7.bench.estimation
160,00000000000000011111110000000000000000000000000000000000000|00000000000000000000000011000000000000000000000000000000000|00000000000000000000000001000000000000000000000000000000000,0.09572849636363637,0.0851556525,0.11252200000000001,11.0,0.09641430818181819,0.077654735,0.105370975,11.0,0.0934113,ds7.bench.estimation
161,00000000000000011111110000000000000000000000000000000000000|00000000000000000000001100000000000000000000000000000000000|00000000000000000000000100000000000000000000000000000000000,0.030069442197802224,0.02068061175,0.04083195,899990.0,0.029916281008065645,0.020586207500000002,0.0406023675,899991.0,0.0282525,ds7.bench.estimation
162,00000000000000011111110011000000000000000000000000000000000|00000000000000000000001100000000000000000000000000000000000|00000000000000000000000100000000000000000000000000000000000,0.02738252636363636,0.024157434999999998,0.0317037825,11.0,0.027915554545454548,0.0217090225,0.03483646,11.0,0.0292002,ds7.bench.estimation
163,00000000000000011111111100000000000000000000000000000000000|00000000000000000000000011000000000000000000000000000000000|00000000000000000000000001000000000000000000000000000000000,0.08915579705176432,0.073566952,0.10603969,899365.0,0.08861962693953301,0.073147641,0.10533171,899317.0,0.0881939,ds7.bench.estimation
164,00000000000000011111111100000000000000000000000000000000000|00000000000000000000000011000000000000000000000000000100000|00000000000000000000000000000000000000000000000000000100000,0.02036832,0.02036832,0.02036832,1.0,0.009909147,0.009909147,0.009909147,1.0,0.0188999,ds7.bench.estimation
165,00000000000000011111111100000000000000000000000000000100000|00000000000000000000000011000000000000000000000000000000000|00000000000000000000000001000000000000000000000000000000000,0.0869615308974359,0.071391005,0.104641505,624.0,0.08600698457652303,0.070898868,0.10372732,673.0,0.0848626,ds7.bench.estimation
166,00000000000000011111111111000000000000000000000000000000000|00000000000000000000000000111111111111111111111111111000000|00000000000000000000000000000000000000000000000000001000000,0.038985181869438855,0.0270823675,0.052330755,525746.0,0.038735556685364214,0.02695650125,0.05197752375,525916.0,0.0357694,ds7.bench.estimation
167,00000000000000011111111111000000000000000000000000000100000|00000000000000000000000000111111111111111111111111111000000|00000000000000000000000000000000000000000000000000001000000,0.03620633512430418,0.024460371499999998,0.0494257785,374203.0,0.0359988233417283,0.02430474075,0.0491363055,374034.0,0.0317287,ds7.bench.estimation
168,00000000000000011111111111000000000000000000000000000100000|00000000000000000000000000111111111111111111111111111010000|00000000000000000000000000000000000000000000000000000010000,0.019377377999999997,0.0132535711,0.0268555055,39.0,0.016773470400000004,0.0072428663,0.024813655999999996,45.0,0.0190349,ds7.bench.estimation
169,00000000000000011111111111000000000000000000000000000110000|00000000000000000000000000111111111111111111111111111000000|00000000000000000000000000000000000000000000000000001000000,0.038801815384615385,0.029871727,0.048956294,13.0,0.03985572,0.032742348000000004,0.047999997499999995,7.0,0.0379888,ds7.bench.estimation
170,00000000000000011111111111111111111111111111111111111000000|00000000000000000000000000000000000000000000000000000110000|00000000000000000000000000000000000000000000000000000010000,0.02494515728859061,0.0156277515,0.035618326000000006,61835.0,0.024854030776573863,0.0155056025,0.03544314299999999,61743.0,0.0244805,ds7.bench.estimation
171,00000000000000011111111111111111111111111111111111111110000|00000000000000000000000000000000000000000000000000000001100|00000000000000000000000000000000000000000000000000000000100,0.04889180030788786,0.036152802,0.06307169600000001,798505.0,0.048608612565094654,0.03591335975,0.0627591845,799912.0,0.0470692,ds7.bench.estimation
172,00000000000000011111111111111111111111111111111111111110000|11111111111111100000000000000000000000000000000000000000000|00000000011111100000000000000000000000000000000000000000000,0.05058284,0.05058284,0.05058284,1.0,,,,,0.0390378,ds7.bench.estimation
173,00000000000000011111111111111111111111111111111111111110000|11111111111111100000000000000000000000000000000000000001100|00000000000000000000000000000000000000000000000000000001100,0.021975473261658208,0.0121276555,0.033532665999999996,101495.0,0.02191593848067739,0.01210758775,0.03340694825,100090.0,0.0201495,ds7.bench.estimation
174,00000000000000011111111111111111111111111111111111111111100|11111111111111100000000000000000000000000000000000000000000|00000000011111100000000000000000000000000000000000000000000,0.03196241823131506,0.02044626,0.04498390275,798504.0,0.03176949674415405,0.020360207499999998,0.04469338,799911.0,0.0307199,ds7.bench.estimation
175,00000000000000011111111111111111111111111111111111111111110|11111111111111100000000000000000000000000000000000000000000|00000000011111100000000000000000000000000000000000000000000,0.03004161,0.03004161,0.03004161,1.0,,,,,0.0269207,ds7.bench.estimation
176,00000000000000100000000000000000000000000000000000000000000|00000000011111000000000000000000000000000000000000000000000|00000000000001000000000000000000000000000000000000000000000,0.06903738310039656,0.05322515,0.08634534,900001.0,0.06860413798134896,0.0528673205,0.08584311774999999,900002.0,0.0684012,ds7.bench.estimation
177,00000000000001000000000000000000000000000000000000000000000|00000000011110000000000000000000000000000000000000000000000|00000000000010000000000000000000000000000000000000000000000,0.04159345097727668,0.02947805,0.05517139,900001.0,0.04137448518573291,0.02932879175,0.05483132724999999,900002.0,0.0411485,ds7.bench.estimation
178,00000000000010000000000000000000000000000000000000000000000|00000000011100000000000000000000000000000000000000000000000|00000000001100000000000000000000000000000000000000000000000,0.022228583726392536,0.01334209,0.0326514,900001.0,0.022128713286609356,0.013308822000000001,0.03247785775,900002.0,0.0211655,ds7.bench.estimation
179,00000000010000000000000000000000000000000000000000000000000|00000000001100000000000000000000000000000000000000000000000|00000000000100000000000000000000000000000000000000000000000,0.022104417014048874,0.01451668,0.03093947,900001.0,0.021994411278747156,0.014447502000000001,0.030798678749999996,900002.0,0.021566,ds7.bench.estimation
180,00000000011111100000000000000000000000000000000000000000000|11111111100000000000000000000000000000000000000000000000000|00001111100000000000000000000000000000000000000000000000000,0.03255361539573296,0.021481313999999998,0.045070067000000005,1453.0,0.031987204736842106,0.021304028750000002,0.04534785424999999,1520.0,0.0274509,ds7.bench.estimation
181,00000000011111100000000000000000000000000000000000000000000|11111111100000000000000000000000000000000000000000000000000|00000011100000000000000000000000000000000000000000000000000,0.02955257567128461,0.018619216,0.042065007,851965.0,0.029390944281459202,0.018531164500000002,0.04178500350000001,852930.0,0.0243333,ds7.bench.estimation
182,00000000011111100000000000000000000000000000000000000000000|11111111100000000000000000000000000000000000000000000000000|00001100000000000000000000000000000000000000000000000000000,0.03031685798531653,0.0193862415,0.04292612349999999,46583.0,0.030158294344602755,0.0192672825,0.0426330225,45551.0,0.0266014,ds7.bench.estimation
183,00000000100000000000000000000000000000000000000000000000000|00000011000000000000000000000000000000000000000000000000000|00000001000000000000000000000000000000000000000000000000000,0.02116050833333333,0.01329738875,0.03084967875,6.0,0.024852525,0.018379292499999998,0.0353998625,6.0,0.0212078,ds7.bench.estimation
184,00000001000000000000000000000000000000000000000000000000000|00000010100000000000000000000000000000000000000000000000000|00000000100000000000000000000000000000000000000000000000000,0.028343717927229003,0.01830236425,0.03984539075,76514.0,0.02817337609144091,0.018157078,0.039533738000000006,74529.0,0.0261803,ds7.bench.estimation
185,00000010000000000000000000000000000000000000000000000000000|00000001100000000000000000000000000000000000000000000000000|00000000100000000000000000000000000000000000000000000000000,0.02942346863239589,0.01936537,0.04086317,823481.0,0.029290726959636176,0.0192852025,0.040646431,825467.0,0.0277852,ds7.bench.estimation
186,00000011100000000000000000000000000000000000000000000000000|00001100000000000000000000000000000000000000000000000000000|00000100000000000000000000000000000000000000000000000000000,0.037152376407432894,0.026661256,0.04952193900000001,1453.0,0.037159514368421055,0.0264729005,0.04954146649999999,1520.0,0.0365802,ds7.bench.estimation
187,00000011100000000000000000000000000000000000000000000000000|11110000000000000000000000000000000000000000000000000000000|00100000000000000000000000000000000000000000000000000000000,0.028706495999999995,0.019503468,0.034933337,15.0,0.02737281470588235,0.02253467,0.035553501999999994,17.0,0.0294522,ds7.bench.estimation
188,00000011100000000000000000000000000000000000000000000000000|11110000000000000000000000000000000000000000000000000000000|00010000000000000000000000000000000000000000000000000000000,0.027399961853683093,0.017344432,0.03914728125,39722.0,0.02721615384899536,0.017137144,0.0389291295,38820.0,0.0268459,ds7.bench.estimation
189,00000011100000000000000000000000000000000000000000000000000|11110000000000000000000000000000000000000000000000000000000|00110000000000000000000000000000000000000000000000000000000,0.027630916986415423,0.0174567625,0.039897100000000005,6846.0,0.027489541854929998,0.0171500785,0.039552484,6714.0,0.0285315,ds7.bench.estimation
190,00000011100000000000000000000000000000000000000000000000000|11111100000000000000000000000000000000000000000000000000000|00001100000000000000000000000000000000000000000000000000000,0.017974830282227558,0.0095657073,0.027844987,851965.0,0.017898716297219817,0.009545931,0.02777342,852931.0,0.0148547,ds7.bench.estimation
191,00001100000000000000000000000000000000000000000000000000000|00000011100000000000000000000000000000000000000000000000000|00000001000000000000000000000000000000000000000000000000000,0.02919478672727273,0.0184614775,0.044258503,55.0,0.029158470281690142,0.0208224325,0.0401306975,71.0,0.0284175,ds7.bench.estimation
192,00001100000000000000000000000000000000000000000000000000000|00000011100000000000000000000000000000000000000000000000000|00000001100000000000000000000000000000000000000000000000000,0.029864369442060085,0.01860169725,0.042026387750000005,1398.0,0.029738741428571424,0.019004346,0.041909603999999996,1449.0,0.0288531,ds7.bench.estimation
193,00001100000000000000000000000000000000000000000000000000000|11110000000000000000000000000000000000000000000000000000000|00100000000000000000000000000000000000000000000000000000000,0.030096944285714283,0.0232022655,0.0371912815,7.0,0.028589818571428567,0.0225199725,0.035090643,7.0,0.0301693,ds7.bench.estimation
194,00001100000000000000000000000000000000000000000000000000000|11110000000000000000000000000000000000000000000000000000000|00110000000000000000000000000000000000000000000000000000000,0.029800691697566627,0.019388675,0.04114136375,1726.0,0.029793545119863013,0.019661261250000003,0.04173334749999999,1752.0,0.0295598,ds7.bench.estimation
195,00001100000000000000000000000000000000000000000000000000000|11110000000000000000000000000000000000000000000000000000000|00010000000000000000000000000000000000000000000000000000000,0.027891331241642267,0.017836686,0.039410787999999995,850232.0,0.027743444019806815,0.017804062750000002,0.039189393499999996,851172.0,0.0271732,ds7.bench.estimation
196,00001100000000000000000000000000000000000000000000000000000|11110011100000000000000000000000000000000000000000000000000|00000011100000000000000000000000000000000000000000000000000,0.016187662282570896,0.0076424673,0.026253004499999993,46583.0,0.016216575463853702,0.007750951250000001,0.026112765,45551.0,0.0123621,ds7.bench.estimation
197,00001111100000000000000000000000000000000000000000000000000|11110000000000000000000000000000000000000000000000000000000|00110000000000000000000000000000000000000000000000000000000,0.029018570833333337,0.017875554499999998,0.0385479705,24.0,0.02845551266666667,0.0221661695,0.034347991,15.0,0.0291295,ds7.bench.estimation
198,00001111100000000000000000000000000000000000000000000000000|11110000000000000000000000000000000000000000000000000000000|00010000000000000000000000000000000000000000000000000000000,0.026837002862141357,0.016612237,0.037879227999999994,1429.0,0.026562473594684388,0.016106934,0.03893775799999999,1505.0,0.0271275,ds7.bench.estimation
199,00010000000000000000000000000000000000000000000000000000000|11000000000000000000000000000000000000000000000000000000000|01000000000000000000000000000000000000000000000000000000000,0.04966642772727273,0.041452825,0.056830334249999996,22.0,0.04990149041666667,0.039041755500000004,0.05990212825,24.0,0.0498567,ds7.bench.estimation
