,pcsp,unif_posterior,unif_lb,unif_ub,unif_samples,exp_posterior,exp_lb,exp_ub,exp_samples,gp,dataset
564,0000000000000011111111111111111111111111110000000000000000000000|1111111111111100000000000000000000000000000000000000000000000000|0000001110111000000000000000000000000000000000000000000000000000,0.012538309000000001,0.00959138905,0.01548522895,2.0,,,,,0.0112309,ds8.bench.estimation
565,0000000000000011111111111111111111111111110000000000000000000000|1111111111111100000000000000000000000000000000000000000000000000|0000001110000100000000000000000000000000000000000000000000000000,0.007277305090909091,0.002283091,0.01474441375,616.0,,,,,0.00630918,ds8.bench.estimation
566,0000000000000011111111111111111111111111110000000000000000000000|1111111111111100000000000000000000000000000000000000000000000000|0000100000000000000000000000000000000000000000000000000000000000,0.02601622,0.02601622,0.02601622,1.0,,,,,0.0129463,ds8.bench.estimation
567,0000000000000011111111111111111111111111110000000000000000000000|1111111111111100000000000000000000000000000000000000000000000000|0000000000111100000000000000000000000000000000000000000000000000,0.009046880462444225,0.003021646725,0.017032433999999992,3048.0,,,,,0.0110395,ds8.bench.estimation
568,0000000000000011111111111111111111111111110000000000000000000000|1111111111111100000000000000000000000000000000000000000000000000|0000001110111100000000000000000000000000000000000000000000000000,0.009266511615894039,0.003400975625,0.017152722749999995,302.0,,,,,0.0117096,ds8.bench.estimation
569,0000000000000011111111111111111111111111110000000000000000000000|1111111111111100000000000000000000000000000000000000000000000000|0000000000000100000000000000000000000000000000000000000000000000,0.006251361585498587,0.00165037,0.0133641875,164056.0,,,,,0.00822985,ds8.bench.estimation
570,0000000000000011111111111111111111111111110000000000000000000000|1111111111111100000000000000000000000000000000000000000000000000|0000000000111000000000000000000000000000000000000000000000000000,0.009994266081081081,0.0047464732,0.015589004000000002,37.0,,,,,0.011408,ds8.bench.estimation
571,0000000000000011111111111111111111111111110000000000000000000000|1111111111111100000000000000000000000000000000000000000000000000|0000001110000000000000000000000000000000000000000000000000000000,0.005750392498519732,0.00071892166,0.013244095999999995,18017.0,,,,,0.00221958,ds8.bench.estimation
572,0000000000000011111111111111111111111111110000000000110000000000|1111111111111100000000000000000000000000000000000000000000000000|0000001110111100000000000000000000000000000000000000000000000000,0.01237884,0.01237884,0.01237884,1.0,,,,,0.0152731,ds8.bench.estimation
573,0000000000000011111111111111111111111111110000000000110000000000|1111111111111100000000000000000000000000000000000000000000000000|0000000000000100000000000000000000000000000000000000000000000000,0.010404451333333333,0.0064948803,0.0136649635,3.0,,,,,0.0118957,ds8.bench.estimation
574,0000000000000011111111111111111111111111110000000000110000000000|1111111111111100000000000000000000000000000000000000000000000000|0000001110000000000000000000000000000000000000000000000000000000,0.009076243125000001,0.004816110525,0.01413930825,8.0,,,,,0.00574998,ds8.bench.estimation
575,0000000000000011111111111111111111111111110000000000110000000000|1111111111111100000000000000000000000000001111111111000000000000|0000000000000000000000000000000000000000001111111111000000000000,0.0025156616025,0.00023204935425000006,0.004890777375,4.0,,,,,0.00160329,ds8.bench.estimation
576,0000000000000100000000000000000000000000000000000000000000000000|0000000000000000000000000011111111111111110000000000000000000000|0000000000000000000000000000000000000001110000000000000000000000,0.01623283,0.0160605285,0.0164051315,2.0,,,,,0.0179475,ds8.bench.estimation
577,0000000000000100000000000000000000000000000000000000000000000000|0000000000000011111111111100000000000000000000000000000000000000|0000000000000000000111111100000000000000000000000000000000000000,0.01739855,0.01739855,0.01739855,1.0,,,,,0.0142276,ds8.bench.estimation
578,0000000000000100000000000000000000000000000000000000000000000000|0000000000000011111111111111111111111111110000000000000000000000|0000000000000000000111111111111111111111110000000000000000000000,0.0100502825,0.008818904375,0.011281660625,2.0,,,,,0.0103677,ds8.bench.estimation
579,0000000000000100000000000000000000000000000000000000000000000000|0000000000000011111111111111111111111111110000000000000000000000|0000000000000000000000000011111111111111110000000000000000000000,0.010306239662718179,0.004134067125,0.0187049365,639148.0,,,,,0.00862971,ds8.bench.estimation
580,0000000000000100000000000000000000000000000000000000000000000000|0000000000011000000000000000000000000000000000000000000000000000|0000000000001000000000000000000000000000000000000000000000000000,0.0017169361625,0.00033081245,0.0044212287,8.0,,,,,9.62272e-07,ds8.bench.estimation
581,0000000000000100000000000000000000000000000000000000000000000000|0000000000111000000000000000000000000000000000000000000000000000|0000000000010000000000000000000000000000000000000000000000000000,0.01223905142,0.004775463424999999,0.019677861750000004,150.0,,,,,0.0121066,ds8.bench.estimation
582,0000000000000100000000000000000000000000000000000000000000000000|0000000000111000000000000000000000000000000000000000000000000000|0000000000011000000000000000000000000000000000000000000000000000,0.013423375759373822,0.0060065335,0.023002848,18589.0,,,,,0.0125395,ds8.bench.estimation
583,0000000000000100000000000000000000000000000000000000000000000000|0000000000111000000000000000000000000000000000000000000000000000|0000000000001000000000000000000000000000000000000000000000000000,0.01269795882962963,0.0060800522,0.0204890845,135.0,,,,,0.0121066,ds8.bench.estimation
584,0000000000000100000000000000000000000000000000000000000000000000|0000001110000000000000000000000000000000000000000000000000000000|0000000110000000000000000000000000000000000000000000000000000000,0.058325062895474566,0.03807472,0.08093176599999999,2497.0,,,,,0.051087,ds8.bench.estimation
585,0000000000000100000000000000000000000000000000000000000000000000|0000001110000011111111111100000000000000000000000000000000000000|0000000000000011111111111100000000000000000000000000000000000000,0.008490581,0.008490581,0.008490581,1.0,,,,,0.0063548,ds8.bench.estimation
586,0000000000000100000000000000000000000000000000000000000000000000|0000001110000011111111111111111111111111110000000000000000000000|0000000000000011111111111100000000000000000000000000000000000000,0.009625856380952383,0.003656553975,0.017827768999999997,84.0,,,,,0.00843055,ds8.bench.estimation
587,0000000000000100000000000000000000000000000000000000000000000000|0000001110000011111111111111111111111111110000000000000000000000|0000000000000000000000000011111111111111110000000000000000000000,0.010002157086941927,0.0038676798500000002,0.018086430999999997,2979.0,,,,,0.00762615,ds8.bench.estimation
588,0000000000000100000000000000000000000000000000000000000000000000|0000001110000011111111111111111111111111110000000000000000000000|0000000000000011111111111111111111111111110000000000000000000000,0.006636972832504849,0.0017298638,0.014104471999999998,5673.0,,,,,0.00350558,ds8.bench.estimation
589,0000000000000100000000000000000000000000000000000000000000000000|0000001110111000000000000000000000000000000000000000000000000000|0000000000111000000000000000000000000000000000000000000000000000,0.004502983717857143,0.0009925157075,0.008612447924999999,28.0,,,,,0.0028247,ds8.bench.estimation
590,0000000000000100000000000000000000000000000000000000000000000000|1111110001000000000000000000000000000000000000000000000000000000|0001110000000000000000000000000000000000000000000000000000000000,0.007634813158730158,0.00281488805,0.014421957,63.0,,,,,0.00607718,ds8.bench.estimation
591,0000000000000100000000000000000000000000000000000000000000000000|1111110001000000000000000000000000000000000000000000000000000000|0001110001000000000000000000000000000000000000000000000000000000,0.007612221794117648,0.0024922867749999997,0.013705074250000003,68.0,,,,,0.00611959,ds8.bench.estimation
592,0000000000000100000000000000000000000000000000000000000000000000|1111110001000000000000000000000000000000000000000000000000000000|0000000001000000000000000000000000000000000000000000000000000000,0.007392435684210527,0.0024117149,0.011359046999999992,38.0,,,,,0.00606269,ds8.bench.estimation
593,0000000000000100000000000000000000000000000000000000000000000000|1111110001111000000000000000000000000000000000000000000000000000|0001110001000000000000000000000000000000000000000000000000000000,0.008833533,0.008833533,0.008833533,1.0,,,,,0.00715619,ds8.bench.estimation
594,0000000000000100000000000000000000000000000000000000000000000000|1111110001111000000000000000000000000000000000000000000000000000|0001110000000000000000000000000000000000000000000000000000000000,0.01595975,0.01595975,0.01595975,1.0,,,,,0.00854942,ds8.bench.estimation
595,0000000000000100000000000000000000000000000000000000000000000000|1111110001111000000000000000000000000000000000000000000000000000|0000100000000000000000000000000000000000000000000000000000000000,0.0082745623625,0.003055999675,0.015343919999999994,80.0,,,,,0.00658387,ds8.bench.estimation
596,0000000000000100000000000000000000000000000000000000000000000000|1111110001111000000000000000000000000000000000000000000000000000|0000000000111000000000000000000000000000000000000000000000000000,0.005287073304250313,0.001230439,0.011752745,66261.0,,,,,0.00332456,ds8.bench.estimation
597,0000000000000100000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0000100000000000000000000000000000000000000000000000000000000000,0.00201801,0.00201801,0.00201801,1.0,,,,,0.0048074,ds8.bench.estimation
598,0000000000000100000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0001111110000000000000000000000000000000000000000000000000000000,0.006165216222222222,0.0031968168,0.012029511399999998,9.0,,,,,0.00604288,ds8.bench.estimation
599,0000000000000100000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0000000001000000000000000000000000000000000000000000000000000000,0.0070230561538461534,0.0041289823,0.012597735999999998,13.0,,,,,0.00602435,ds8.bench.estimation
600,0000000000000100000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0001111111000000000000000000000000000000000000000000000000000000,0.006305612615384614,0.0026932029,0.011540532,13.0,,,,,0.0055835,ds8.bench.estimation
601,0000000000000100000000000000000000000000000000000000000000000000|1111111111111000000000000000000000000000000000000000000000000000|0001111111000000000000000000000000000000000000000000000000000000,0.009056895428571429,0.00419474795,0.0132561235,7.0,,,,,0.008087,ds8.bench.estimation
602,0000000000000100000000000000000000000000000000000000000000000000|1111111111111000000000000000000000000000000000000000000000000000|0000001110111000000000000000000000000000000000000000000000000000,0.006229679507503075,0.0017409386999999998,0.013183158499999986,2439.0,,,,,0.00482073,ds8.bench.estimation
603,0000000000000100000000000000000000000000000000000000000000000000|1111111111111000000000000000000000000000000000000000000000000000|0000000001000000000000000000000000000000000000000000000000000000,0.01018644,0.01018644,0.01018644,1.0,,,,,0.00947394,ds8.bench.estimation
604,0000000000000100000000000000000000000000000000000000000000000000|1111111111111000000000000000000000000000000000000000000000000000|0000001110000000000000000000000000000000000000000000000000000000,0.004746746600518135,0.0011059008,0.010803349999999995,193.0,,,,,0.00350015,ds8.bench.estimation
605,0000000000000100000000000000000000000000000000000000000000000000|1111111111111000000000000000000000000000000000000000000000000000|0000000000111000000000000000000000000000000000000000000000000000,0.005605038545162651,0.00148978165,0.012044331999999991,161419.0,,,,,0.00418468,ds8.bench.estimation
606,0000000000000100000000000000000000000000000000000000000000000000|1111111111111011111111111111111111111111110000000000000000000000|0000000000000011111111111111111111111111110000000000000000000000,0.0016618431663636363,6.097049975e-05,0.0051164988,88.0,,,,,9.59543e-07,ds8.bench.estimation
607,0000000000000100000000000011111111111111110000000000000000000000|0000000000000011111111111100000000000000000000000000000000000000|0000000000000000000111111100000000000000000000000000000000000000,0.01411022,0.013991394,0.014229045999999999,2.0,,,,,0.0142116,ds8.bench.estimation
608,0000000000000111111111111100000000000000000000000000000000000000|0000000000000000000000000011111111111111110000000000000000000000|0000000000000000000000000000000000000001110000000000000000000000,0.02270724,0.02270724,0.02270724,1.0,,,,,0.0182476,ds8.bench.estimation
609,0000000000000111111111111111111111111111110000000000000000000000|0000000000111000000000000000000000000000000000000000000000000000|0000000000011000000000000000000000000000000000000000000000000000,0.0164477575,0.01078319875,0.0193913685,4.0,0.017178047999999998,0.013115812000000001,0.021896391,5.0,0.0169008,ds8.bench.estimation
610,0000000000000111111111111111111111111111110000000000000000000000|0000001110000000000000000000000000000000000000000000000000000000|0000000110000000000000000000000000000000000000000000000000000000,0.0644732675,0.0480539225,0.08777091249999999,16.0,,,,,0.0544859,ds8.bench.estimation
611,0000000000000111111111111111111111111111110000000000000000000000|1111110001000000000000000000000000000000000000000000000000000000|0001110001000000000000000000000000000000000000000000000000000000,0.008256315,0.008256315,0.008256315,1.0,,,,,0.00849942,ds8.bench.estimation
612,0000000000000111111111111111111111111111110000000000000000000000|1111110001111000000000000000000000000000000000000000000000000000|0000000001000000000000000000000000000000000000000000000000000000,0.008444019,0.00444035705,0.01244768095,2.0,,,,,0.0105264,ds8.bench.estimation
613,0000000000000111111111111111111111111111110000000000000000000000|1111110001111000000000000000000000000000000000000000000000000000|0000100000000000000000000000000000000000000000000000000000000000,0.0103649074,0.0057684591,0.013420321,5.0,,,,,0.00890106,ds8.bench.estimation
614,0000000000000111111111111111111111111111110000000000000000000000|1111110001111000000000000000000000000000000000000000000000000000|0000000000111000000000000000000000000000000000000000000000000000,0.006388604842107365,0.00172320175,0.013319102499999999,5011.0,,,,,0.00526568,ds8.bench.estimation
615,0000000000000111111111111111111111111111110000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0000000001000000000000000000000000000000000000000000000000000000,0.008002848,0.0074152659,0.00855904215,3.0,,,,,0.00747443,ds8.bench.estimation
616,0000000000000111111111111111111111111111110000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0001111111000000000000000000000000000000000000000000000000000000,0.007753897250000001,0.005201707224999999,0.0109914733,4.0,0.008786514285714286,0.004413572300000001,0.0147292105,7.0,0.00705917,ds8.bench.estimation
617,0000000000000111111111111111111111111111110000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0001111110000000000000000000000000000000000000000000000000000000,0.0095951995,0.009573191325,0.009617207675,2.0,,,,,0.00748269,ds8.bench.estimation
618,0000000000000111111111111111111111111111110000000000000000000000|1111111111111000000000000000000000000000000000000000000000000000|0001111110111000000000000000000000000000000000000000000000000000,0.006318401,0.006318401,0.006318401,1.0,,,,,0.0109246,ds8.bench.estimation
619,0000000000000111111111111111111111111111110000000000000000000000|1111111111111000000000000000000000000000000000000000000000000000|0001111111111000000000000000000000000000000000000000000000000000,0.0135936755,0.0065888363750000005,0.01898404125,6.0,0.0088734715,0.008128985475,0.009617957525,2.0,0.00994644,ds8.bench.estimation
620,0000000000000111111111111111111111111111110000000000000000000000|1111111111111000000000000000000000000000000000000000000000000000|0001111111000000000000000000000000000000000000000000000000000000,0.010253249124999999,0.005865089125,0.01485088375,16.0,0.011943753222222221,0.0054786854,0.019229312,9.0,0.0105535,ds8.bench.estimation
621,0000000000000111111111111111111111111111110000000000000000000000|1111111111111000000000000000000000000000000000000000000000000000|0000000001000000000000000000000000000000000000000000000000000000,0.01045179977777778,0.005403990399999999,0.021315181,27.0,,,,,0.011038,ds8.bench.estimation
622,0000000000000111111111111111111111111111110000000000000000000000|1111111111111000000000000000000000000000000000000000000000000000|0000001110111000000000000000000000000000000000000000000000000000,0.00780692935228084,0.002579065,0.01529317,2521.0,,,,,0.00734015,ds8.bench.estimation
623,0000000000000111111111111111111111111111110000000000000000000000|1111111111111000000000000000000000000000000000000000000000000000|0001111110000000000000000000000000000000000000000000000000000000,0.010446320749999998,0.007723176775,0.011751138999999999,4.0,,,,,0.0117861,ds8.bench.estimation
624,0000000000000111111111111111111111111111110000000000000000000000|1111111111111000000000000000000000000000000000000000000000000000|0000001110000000000000000000000000000000000000000000000000000000,0.005937710486574075,0.001775668875,0.012301920000000001,216.0,,,,,0.00509906,ds8.bench.estimation
625,0000000000000111111111111111111111111111110000000000000000000000|1111111111111000000000000000000000000000000000000000000000000000|0000000000111000000000000000000000000000000000000000000000000000,0.007197552819707245,0.0022724155,0.014447675749999993,631314.0,0.007129628667011598,0.0022449242,0.014281816,631913.0,0.00657544,ds8.bench.estimation
626,0000000000001000000000000000000000000000000000000000000000000000|0000000000010100000000000000000000000000000000000000000000000000|0000000000000100000000000000000000000000000000000000000000000000,0.0013503522,0.0010187067,0.0016319978,5.0,,,,,9.5858e-07,ds8.bench.estimation
627,0000000000001000000000000000000000000000000000000000000000000000|0000000000110000000000000000000000000000000000000000000000000000|0000000000010000000000000000000000000000000000000000000000000000,0.0011807367969851853,4.51004345e-05,0.004395684400000001,135.0,0.0010877277704109591,6.6647745e-05,0.0030386217499999996,146.0,9.58553e-07,ds8.bench.estimation
628,0000000000010000000000000000000000000000000000000000000000000000|0000000000001100000000000000000000000000000000000000000000000000|0000000000000100000000000000000000000000000000000000000000000000,0.0028872052666666665,9.800431000000001e-05,0.0070214838499999994,3.0,,,,,9.5858e-07,ds8.bench.estimation
629,0000000000010000000000000000000000000000000000000000000000000000|0000000000101000000000000000000000000000000000000000000000000000|0000000000001000000000000000000000000000000000000000000000000000,0.0012343394541933332,1.3589696250000001e-05,0.004082114975000004,150.0,0.0011105888157444442,2.0906280750000002e-05,0.004244726874999999,144.0,9.58553e-07,ds8.bench.estimation
630,0000000000100000000000000000000000000000000000000000000000000000|0000000000011000000000000000000000000000000000000000000000000000|0000000000001000000000000000000000000000000000000000000000000000,0.009163465949757062,0.0026543842,0.019398464999999993,899699.0,0.008982414546531878,0.002589296225,0.019006548749999998,899692.0,0.0068455,ds8.bench.estimation
631,0000000000100000000000000000000000000000000000000000000000000000|0000000000011100000000000000000000000000000000000000000000000000|0000000000000100000000000000000000000000000000000000000000000000,0.0075518633750000005,0.004733545,0.012980178,8.0,,,,,0.00542473,ds8.bench.estimation
632,0000000000100000000000000000000000000000000000000000000000000000|0000000000011100000000000000000000000000000000000000000000000000|0000000000001100000000000000000000000000000000000000000000000000,0.007652882,0.0054066053,0.0095786424,3.0,,,,,0.00542425,ds8.bench.estimation
633,0000000000100000000000000000000000000000000000000000000000000000|0000000000011100000000000000000000000000000000000000000000000000|0000000000001000000000000000000000000000000000000000000000000000,0.0065534068,0.0038456012,0.0140074476,5.0,,,,,0.00542425,ds8.bench.estimation
634,0000000000111000000000000000000000000000000000000000000000000000|0000000000000111111111111111111111111111110000000000000000000000|0000000000000011111111111111111111111111110000000000000000000000,0.007644553749999999,0.005095826625,0.011877850399999999,4.0,,,,,0.00723763,ds8.bench.estimation
635,0000000000111000000000000000000000000000000000000000000000000000|0000001110000000000000000000000000000000000000000000000000000000|0000000110000000000000000000000000000000000000000000000000000000,0.060733433516219466,0.04033226175,0.0851285055,4994.0,,,,,0.058409,ds8.bench.estimation
636,0000000000111000000000000000000000000000000000000000000000000000|0000001110000100000000000000000000000000000000000000000000000000|0000000000000100000000000000000000000000000000000000000000000000,0.007708649860000001,0.0018328393499999999,0.014971447999999995,270.0,,,,,0.00720541,ds8.bench.estimation
637,0000000000111000000000000000000000000000000000000000000000000000|0001111110000000000000000000000000000000000000000000000000000000|0000001110000000000000000000000000000000000000000000000000000000,0.004333304,0.004333304,0.004333304,1.0,,,,,0.00580458,ds8.bench.estimation
638,0000000000111000000000000000000000000000000000000000000000000000|0001111110000000000000000000000000000000000000000000000000000000|0000100000000000000000000000000000000000000000000000000000000000,0.003605111,0.0031652530499999996,0.00421631025,3.0,,,,,0.00451121,ds8.bench.estimation
639,0000000000111000000000000000000000000000000000000000000000000000|0001111110000000000000000000000000000000000000000000000000000000|0000010000000000000000000000000000000000000000000000000000000000,0.01116409,0.01116409,0.01116409,1.0,,,,,0.00654989,ds8.bench.estimation
640,0000000000111000000000000000000000000000000000000000000000000000|0001111111000000000000000000000000000000000000000000000000000000|0000000001000000000000000000000000000000000000000000000000000000,0.00454079025,0.001872311675,0.008202877599999998,4.0,,,,,0.00298215,ds8.bench.estimation
641,0000000000111000000000000000000000000000000000000000000000000000|1110000000000000000000000000000000000000000000000000000000000000|0110000000000000000000000000000000000000000000000000000000000000,0.011160486520547944,0.004970258375,0.0193907175,146.0,0.010981586176000003,0.0045395045,0.018362473,125.0,0.0100526,ds8.bench.estimation
642,0000000000111000000000000000000000000000000000000000000000000000|1110000001000000000000000000000000000000000000000000000000000000|0000000001000000000000000000000000000000000000000000000000000000,0.001068916725,0.00015016305625,0.002390501875,6.0,,,,,9.58801e-07,ds8.bench.estimation
643,0000000000111000000000000000000000000000000000000000000000000000|1111110001000000000000000000000000000000000000000000000000000000|0100000000000000000000000000000000000000000000000000000000000000,0.006022403,0.006022403,0.006022403,1.0,,,,,0.00561248,ds8.bench.estimation
644,0000000000111000000000000000000000000000000000000000000000000000|1111110001000000000000000000000000000000000000000000000000000000|0001010001000000000000000000000000000000000000000000000000000000,0.006722377333333334,0.0061718321999999996,0.00729593395,3.0,,,,,0.00490015,ds8.bench.estimation
645,0000000000111000000000000000000000000000000000000000000000000000|1111110001000000000000000000000000000000000000000000000000000000|0101110001000000000000000000000000000000000000000000000000000000,0.003514736,0.003514736,0.003514736,1.0,,,,,0.00556649,ds8.bench.estimation
646,0000000000111000000000000000000000000000000000000000000000000000|1111110001000000000000000000000000000000000000000000000000000000|0001010000000000000000000000000000000000000000000000000000000000,0.00668880165909091,0.002396041825,0.015311321249999989,44.0,,,,,0.00492265,ds8.bench.estimation
647,0000000000111000000000000000000000000000000000000000000000000000|1111110001000000000000000000000000000000000000000000000000000000|0000100000000000000000000000000000000000000000000000000000000000,0.006204560116666668,0.002126916625,0.012536366499999998,60.0,,,,,0.00486235,ds8.bench.estimation
648,0000000000111000000000000000000000000000000000000000000000000000|1111110001000000000000000000000000000000000000000000000000000000|0000100001000000000000000000000000000000000000000000000000000000,0.006189844599999999,0.0034024824,0.009987972999999999,5.0,,,,,0.00486542,ds8.bench.estimation
649,0000000000111000000000000000000000000000000000000000000000000000|1111110001000000000000000000000000000000000000000000000000000000|0000000001000000000000000000000000000000000000000000000000000000,0.006551321183973478,0.00215501915,0.013037852999999985,20360.0,,,,,0.0049513,ds8.bench.estimation
650,0000000000111000000000000000000000000000000000000000000000000000|1111110001000000000000000000000000000000000000000000000000000000|0001110001000000000000000000000000000000000000000000000000000000,0.006304806535053948,0.0019445074,0.012903797999999994,38649.0,,,,,0.00493609,ds8.bench.estimation
651,0000000000111000000000000000000000000000000000000000000000000000|1111110001000000000000000000000000000000000000000000000000000000|0001110000000000000000000000000000000000000000000000000000000000,0.006544484763859367,0.0022181444750000003,0.013173662999999999,23522.0,,,,,0.00496401,ds8.bench.estimation
652,0000000000111000000000000000000000000000000000000000000000000000|1111110001000100000000000000000000000000000000000000000000000000|0000000000000100000000000000000000000000000000000000000000000000,0.0013679538803652697,5.208052950000001e-05,0.005317914399999997,167.0,,,,,9.66232e-07,ds8.bench.estimation
653,0000000000111000000000000000000000000000000000000000000000000000|1111111110000000000000000000000000000000000000000000000000000000|0001111110000000000000000000000000000000000000000000000000000000,9.255284e-05,9.255284e-05,9.255284e-05,1.0,,,,,9.54581e-07,ds8.bench.estimation
654,0000000000111000000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0001111111000000000000000000000000000000000000000000000000000000,0.005765196857402923,0.001725398075,0.011957005499999994,602708.0,0.005698450093225476,0.0016968713,0.011841274249999997,603328.0,0.00447046,ds8.bench.estimation
655,0000000000111000000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0101111111000000000000000000000000000000000000000000000000000000,0.008059568,0.00374043765,0.015634264649999997,4.0,0.005885691555555555,0.0017213598000000003,0.0102380928,9.0,0.00534866,ds8.bench.estimation
656,0000000000111000000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0001111110000000000000000000000000000000000000000000000000000000,0.0061816813594902775,0.002038684875,0.01248556625,99976.0,,,,,0.00504971,ds8.bench.estimation
657,0000000000111000000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0000001110000000000000000000000000000000000000000000000000000000,0.0036174299510849856,0.0004201181125,0.009386577,706.0,,,,,0.00232222,ds8.bench.estimation
658,0000000000111000000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0000000001000000000000000000000000000000000000000000000000000000,0.006189557941074834,0.002044180675,0.012433272999999998,89130.0,,,,,0.00503069,ds8.bench.estimation
659,0000000000111000000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0000100001000000000000000000000000000000000000000000000000000000,0.006288756719999999,0.0023749532,0.012647008,25.0,,,,,0.00505966,ds8.bench.estimation
660,0000000000111000000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0001011110000000000000000000000000000000000000000000000000000000,0.006248095171052632,0.0022229826249999998,0.012432855,76.0,,,,,0.00505647,ds8.bench.estimation
661,0000000000111000000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0001110001000000000000000000000000000000000000000000000000000000,0.004916039666666667,0.0011368544,0.010963588499999993,39.0,,,,,0.00385491,ds8.bench.estimation
662,0000000000111000000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0100000000000000000000000000000000000000000000000000000000000000,0.0072379811999999984,0.004701665999999999,0.0089561072,5.0,0.005986496,0.0047160762,0.0072569158,2.0,0.00534987,ds8.bench.estimation
663,0000000000111000000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0000100000000000000000000000000000000000000000000000000000000000,0.0053650920865384606,0.001625806275,0.012640410999999999,104.0,,,,,0.00452015,ds8.bench.estimation
664,0000000000111000000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0001110000000000000000000000000000000000000000000000000000000000,0.0057404192222222225,0.0018849317,0.009183031475,18.0,,,,,0.00485561,ds8.bench.estimation
665,0000000000111000000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0000001111000000000000000000000000000000000000000000000000000000,0.005828163157894737,0.0020184053,0.01195033,19.0,,,,,0.00494659,ds8.bench.estimation
666,0000000000111000000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0111111111000000000000000000000000000000000000000000000000000000,0.000444182,0.000444182,0.000444182,1.0,0.00325929,0.00304878615,0.00346979385,2.0,0.00334686,ds8.bench.estimation
667,0000000000111000000000000000000000000000000000000000000000000000|1111111111000000000000000000000000000000000000000000000000000000|0001011111000000000000000000000000000000000000000000000000000000,0.00566179825,0.002577346325,0.0116745597,8.0,,,,,0.00508177,ds8.bench.estimation
668,0000000000111000000000000000000000000000000000000000000000000000|1111111111000100000000000000000000000000000000000000000000000000|0000001110000100000000000000000000000000000000000000000000000000,6.512976e-05,6.512976e-05,6.512976e-05,1.0,,,,,9.64741e-07,ds8.bench.estimation
669,0000000000111000000000000000000000000000000000000000000000000000|1111111111000100000000000000000000000000000000000000000000000000|0000000000000100000000000000000000000000000000000000000000000000,0.0016148188216666666,0.00011319596,0.006465481125,36.0,,,,,9.65434e-07,ds8.bench.estimation
670,0000000000111000000000000000000000000000000000000000000000000000|1111111111000111111111111111111111111111110000000000000000000000|0000001110000111111111111111111111111111110000000000000000000000,0.002373258,0.002373258,0.002373258,1.0,,,,,0.00116801,ds8.bench.estimation
671,0000000000111000000000000000000000000000000000000000000000000000|1111111111000111111111111111111111111111110000000000000000000000|0000000000000111111111111111111111111111110000000000000000000000,0.0025947716,0.0006320862,0.0048898994,9.0,0.00235264012,0.00023721650749999998,0.007393275100000001,10.0,0.000702806,ds8.bench.estimation
672,0000000000111100000000000000000000000000000000000000000000000000|0000000000000011111111111111111111111111110000000000000000000000|0000000000000000000000000011111111111111110000000000000000000000,0.01882568,0.01882568,0.01882568,1.0,,,,,0.0141047,ds8.bench.estimation
673,0000000000111100000000000000000000000000000000000000000000000000|0000001110000000000000000000000000000000000000000000000000000000|0000000110000000000000000000000000000000000000000000000000000000,0.05361541166666667,0.038780063749999996,0.06963067625000001,6.0,,,,,0.0600745,ds8.bench.estimation
674,0000000000111100000000000000000000000000000000000000000000000000|1110000000000000000000000000000000000000000000000000000000000000|0110000000000000000000000000000000000000000000000000000000000000,0.010884063591630593,0.004878058125,0.019178798999999996,4158.0,,,,,0.00957617,ds8.bench.estimation
675,0000000000111100000000000000000000000000000000000000000000000000|1110000001000000000000000000000000000000000000000000000000000000|0000000001000000000000000000000000000000000000000000000000000000,0.001230281725722222,5.27833725e-05,0.004512866625,486.0,,,,,9.58745e-07,ds8.bench.estimation
676,0000000000111100000000000000000000000000000000000000000000000000|1111110001000000000000000000000000000000000000000000000000000000|0001010001000000000000000000000000000000000000000000000000000000,0.01210973,0.01210973,0.01210973,1.0,,,,,0.00584851,ds8.bench.estimation
